borrower_id,age,gender,nationality,is_high_risk_nationality,country_of_residence,is_high_risk_country,job_title,is_high_risk_job,registration_date,income_bracket,sector,region
964c2d83-f6d7-4cbc-a340-085e9cedb3b5,40,Female,Mauritania,False,KSA,False,Waiter,True,2024-11-26,High,Industrial,Central
0823bc69-6ff1-40b2-85a9-ceb9c0b4fd5c,52,Male,Philippines,True,KSA,False,Waiter,True,2021-06-30,High,Industrial,Western
9f0cd384-567e-44cd-bd97-b85db84dc36a,40,Male,Oman,False,UAE,False,Radiologist,False,2021-03-25,Medium,Retail,Central
88db29e1-2191-4b1c-ba83-07ad0d21c8b9,41,Female,Egypt,False,Egypt,False,Pharmacist,False,2021-07-22,Medium,Retail,Central
f42ebdcd-c58c-45c1-b16b-fa68fcd2392e,33,Female,UK,False,UAE,False,Logistics Coordinator,False,2022-03-23,Medium,Retail,Eastern
49725fc7-8e37-4cc1-98e7-4c6763b891ca,34,Male,Myanmar,True,UAE,False,Civil Engineer,False,2021-09-25,Low,Retail,Central
d48700f9-331d-48a5-9e46-c53af12e218b,32,Male,Eritrea,False,UAE,False,Pharmacist,False,2021-09-19,Medium,Tech,Central
992da8ff-e343-4369-98fa-2a49aeec3ccb,36,Female,Senegal,True,Egypt,False,Logistics Coordinator,False,2023-10-20,Medium,Services,Western
c114f1a0-c543-430b-9514-9c8571335615,28,Male,Brazil,False,Egypt,False,Engineer,False,2020-08-16,Medium,Services,Central
564e74c6-e152-457b-aa9a-e247b2ffb0c8,37,Male,Thailand,False,Egypt,False,Customer Service Agent,True,2024-11-09,High,Industrial,Eastern
d1165750-7baf-4052-b3ca-9e22ffd5bd20,30,Male,Tunisia,False,UAE,False,IT Specialist,False,2022-12-19,High,Industrial,Central
3bff5806-87e4-4498-9b3f-6585cb3f45a2,30,Male,Japan,False,UAE,False,Professor,False,2023-03-09,Medium,Industrial,Eastern
e991cb7b-0e27-43a4-a018-03a90c955f1b,50,Female,Eritrea,False,Egypt,False,Professor,False,2021-11-02,Medium,Industrial,Central
472dbb58-b614-453a-a6a1-671be574b99d,48,Female,Spain,False,Egypt,False,Professor,False,2024-08-31,High,Retail,Eastern
68c54b28-cd58-4877-8a7a-57fd6d784712,48,Male,Bahrain,False,Egypt,False,Construction Worker,True,2021-06-10,Low,Tech,Western
8844c1ed-44c8-4023-ae4b-173ca48819c0,23,Female,Sudan,True,Egypt,False,Receptionist,True,2025-02-04,Medium,Services,Central
840200a8-6188-4439-ad2f-ca395b8c5766,36,Male,Oman,False,Egypt,False,Bank Teller,False,2024-08-26,Low,Retail,Southern
f321d62a-73be-4f1c-b919-560efbc238c6,37,Female,Myanmar,True,KSA,False,Sales Representative,True,2023-01-17,Low,Services,Southern
01545752-1bae-4527-8dd2-ac972938bb36,33,Female,Egypt,False,Egypt,False,Pharmacist,False,2020-07-14,Medium,Services,Central
270eb85e-9a18-4f86-bbd1-c2cdc815a74b,50,Male,Morocco,False,UAE,False,Logistics Coordinator,False,2020-05-31,Low,Industrial,Central
7f744d1a-b319-46b1-946c-2e048ccc8700,46,Female,Senegal,True,Egypt,False,HR Manager,False,2025-02-26,Low,Tech,Eastern
5d3c5a43-d20d-472e-98ac-34fb29f15e2b,24,Male,Japan,False,Egypt,False,Electrical Engineer,False,2024-07-11,High,Retail,Western
e67d2dbd-7870-425d-8dcb-5e2d4fcb913b,33,Male,Qatar,False,UAE,False,Sales Representative,True,2020-11-12,High,Industrial,Western
09b0087e-32c8-4683-8047-a1381bb31921,42,Male,Canada,False,UAE,False,Plumber,False,2023-03-21,Medium,Services,Central
25761e0f-db8a-4a47-a28e-d2c0545b59ef,32,Female,Myanmar,True,UAE,False,Electrician,False,2021-09-29,High,Tech,Eastern
8d7df47d-494e-4fd1-b5ee-bf2db329d713,28,Female,Morocco,False,UAE,False,Bank Teller,False,2022-07-15,High,Retail,Central
ccea8c85-c185-40a5-89df-9dcc74995d2f,25,Male,Palestine,False,Egypt,False,Site Supervisor,False,2023-04-18,High,Services,Eastern
4511b3af-a237-4100-ba96-24f8ebbf3d91,26,Female,Libya,False,KSA,False,Electrical Engineer,False,2021-11-16,Medium,Industrial,Western
aa5ed31e-11a8-4caf-a0b2-722500ba112e,41,Male,Jordan,False,Egypt,False,Surgeon,False,2023-07-08,Medium,Industrial,Western
818b531c-e877-40d1-acf8-f39e5c4a9d07,30,Male,Morocco,False,UAE,False,Operations Manager,False,2025-01-02,Medium,Industrial,Eastern
0368803f-0450-4d69-a91d-c717561ded53,35,Female,Bangladesh,False,Egypt,False,Security Guard,True,2022-07-28,High,Services,Eastern
f7929aaf-5a4a-45ff-ae7b-a46ba0b61b27,30,Male,Eritrea,False,KSA,False,Sales Representative,True,2023-12-08,Medium,Tech,Central
b692c0c7-262c-4a0a-9718-939aff886dbb,45,Female,Egypt,False,UAE,False,Barista,True,2025-01-25,Low,Industrial,Western
c491ebc8-e6bf-4802-b7f6-e41c4a09b83d,32,Female,Thailand,False,Egypt,False,Warehouse Worker,True,2020-03-15,High,Industrial,Western
d67aa7ee-4e76-4725-a359-1fbc47618c05,42,Male,Mauritania,False,Egypt,False,Driver,True,2021-03-21,Medium,Industrial,Central
fa10ee1e-54d3-49c7-98af-89f2a4bb5ec0,39,Female,USA,False,KSA,False,Security Guard,True,2023-12-10,High,Retail,Southern
bd8eb073-94e7-4bfa-8b1b-3999be2d16c7,30,Male,Jordan,False,KSA,False,Engineer,False,2022-10-31,Low,Tech,Western
5ded5aad-00e2-41c0-ac70-8e8fddc203cf,45,Female,Thailand,False,Egypt,False,Mechanical Engineer,False,2024-05-30,High,Tech,Western
85bc75a7-308c-410f-b2c1-b6611da4800a,39,Male,Syria,True,UAE,False,Supply Chain Manager,False,2021-08-17,Medium,Retail,Western
ba28d5ed-e99e-4923-9b14-6ae2159c5b80,52,Female,Myanmar,True,Egypt,False,Pharmacist,False,2023-09-25,Medium,Retail,Western
754bca16-f267-42cb-889f-b81bb62be5c7,37,Female,Cambodia,False,UAE,False,Supply Chain Manager,False,2025-01-17,Low,Services,Central
d641fda4-5836-41bd-8151-f993137138dc,42,Male,Malaysia,False,UAE,False,Radiologist,False,2023-09-15,Low,Tech,Central
af6d2667-fb99-4f82-882e-93daf15b1ca0,55,Male,UK,False,KSA,False,Driver,True,2024-02-29,Medium,Retail,Western
fe7ed280-7f5b-4f94-b0b5-c26cb983f228,30,Male,Eritrea,False,UAE,False,Technician,True,2021-10-11,High,Retail,Western
9f6291dd-950b-4049-b88e-27375687808c,53,Male,Ghana,False,Egypt,False,Content Creator,True,2023-03-09,Medium,Retail,Eastern
6e270ffd-52c9-4e38-adad-f00a9096f411,42,Female,Oman,False,KSA,False,Chef,True,2023-06-28,High,Services,Eastern
85a4c778-298e-4f82-adc1-559192b1096d,34,Female,Indonesia,False,Egypt,False,Customer Service Agent,True,2024-05-31,High,Tech,Eastern
93522fa5-3fdc-491f-9954-75c3d058f567,37,Male,Nigeria,True,UAE,False,Mechanical Engineer,False,2020-08-18,Medium,Industrial,Central
17e8fe09-e545-4f6f-92d6-f7d2ab809840,36,Male,USA,False,UAE,False,Nurse,False,2021-03-10,Medium,Services,Central
0862d837-aa1a-4e2d-81c5-5917e102b6a1,42,Male,South Korea,False,UAE,False,Construction Worker,True,2023-02-06,High,Retail,Western
3c40b7c1-d41b-4903-8d01-b674efa0d097,42,Male,Bahrain,False,Egypt,False,Laborer,True,2020-02-03,Medium,Retail,Southern
59902bdb-5e27-4ed4-849c-03d8473b68a2,38,Female,Eritrea,False,UAE,False,Warehouse Worker,True,2024-06-10,Low,Tech,Western
2fce8a17-a8fc-4393-aac5-6121c8a15fdd,20,Female,Uganda,False,UAE,False,Dentist,False,2023-02-20,Medium,Services,Central
6cc09df8-3f9c-49d6-abb2-f8607a632518,43,Female,Jordan,False,Egypt,False,Marketing Specialist,False,2020-01-31,Low,Retail,Central
5ed32881-0546-4a5b-bc16-c29823761eae,26,Female,Bangladesh,False,Egypt,False,Teacher,False,2025-01-11,Medium,Tech,Central
46b4a7e2-3fb9-4600-9516-46b42c7b4d8c,35,Female,Uganda,False,UAE,False,Receptionist,True,2020-03-09,High,Services,Eastern
999681b7-0809-49b5-bd06-e9c48381215c,23,Female,South Korea,False,KSA,False,Accountant,False,2020-04-24,Low,Retail,Western
8cef4701-ec4d-44d3-804e-58b3d6201030,30,Male,South Korea,False,KSA,False,Waiter,True,2022-07-05,High,Services,Southern
b72eb55d-8965-4cdb-8ffd-33041dfa1ee8,23,Female,China,False,KSA,False,Laborer,True,2023-11-17,Medium,Retail,Western
6d947e12-3b3f-4fa9-94bb-5ade63ee28cd,34,Male,Syria,True,Egypt,False,Surgeon,False,2021-02-27,Medium,Industrial,Central
162928c1-3fa1-4079-a065-c0f4b562d23a,36,Female,Spain,False,UAE,False,Content Creator,True,2021-04-17,Medium,Retail,Western
7a7916bb-ddd0-4fba-8a75-0ac3207c8054,24,Male,Pakistan,False,KSA,False,Electrical Engineer,False,2024-07-18,Low,Services,Central
125c3355-be5e-4641-981e-8a5e841e7337,44,Male,Sri Lanka,False,KSA,False,Logistics Coordinator,False,2021-11-01,High,Industrial,Central
a1bf5a78-7204-4ea4-88c2-084abd98c27c,41,Female,Canada,False,Egypt,False,Site Supervisor,False,2024-12-07,Low,Tech,Eastern
488c9372-f4ee-4a48-9a87-e8cedee2af94,36,Female,Malaysia,False,KSA,False,Plumber,False,2022-02-03,High,Tech,Western
8fa071ae-7cf6-474e-82ab-c0a0aede63b1,34,Male,Eritrea,False,Egypt,False,Mechanical Engineer,False,2022-07-16,Medium,Industrial,Western
e20806be-42f0-4adf-a69c-76253e316d58,50,Female,Brazil,False,UAE,False,Electrical Engineer,False,2024-07-23,Medium,Retail,Western
0e4dc22a-7c7d-4b7a-a25f-e01bd5f0f2a0,46,Male,India,False,KSA,False,Construction Worker,True,2024-05-25,High,Industrial,Western
aa2c231b-1edf-4d8f-9a85-a10e1eb56917,48,Male,Thailand,False,Egypt,False,Teacher,False,2023-03-02,Low,Industrial,Central
54a1351c-6846-4e39-a36b-f8986a33a7ef,41,Male,Morocco,False,Egypt,False,Driver,True,2020-04-28,Medium,Services,Central
0c6adfa4-9322-4215-bb57-6829d6ff499d,44,Male,Qatar,False,Egypt,False,Legal Advisor,False,2020-01-23,Medium,Retail,Western
0cf555a2-3281-4729-bcd7-092a7225837b,34,Female,Sri Lanka,False,Egypt,False,Security Guard,True,2024-08-22,Medium,Retail,Central
b6f668cd-2da7-4857-98aa-9e4cf1791194,44,Male,Nigeria,True,UAE,False,Chef,True,2021-09-27,High,Industrial,Central
4d090093-fb17-4370-a43b-8d7af9bedb67,26,Male,Canada,False,UAE,False,Site Supervisor,False,2021-09-13,Low,Retail,Central
9b861dc2-0fe4-4070-85d7-9c0fc897b254,36,Male,India,False,Egypt,False,Driver,True,2023-05-31,High,Industrial,Central
2676cf81-6d1a-4e78-a596-cd8ad3ee06de,29,Male,Egypt,False,KSA,False,Logistics Coordinator,False,2021-08-25,Low,Services,Central
c8d10f4a-9738-4906-b1fc-45823162ce1e,38,Female,Yemen,True,Egypt,False,Customer Service Agent,True,2020-09-02,Medium,Industrial,Central
8d9197e2-6739-49cd-9fc5-3edeea097f5d,40,Female,USA,False,Egypt,False,Driver,True,2020-08-17,Medium,Retail,Central
4ceb2840-8eb6-4d0c-a84c-e7fa05130be8,42,Female,Uganda,False,Egypt,False,Content Creator,True,2023-05-19,Medium,Services,Eastern
4cb9b642-a985-4941-90db-3319b0bb3271,42,Male,Japan,False,Egypt,False,Project Manager,False,2022-10-05,Medium,Tech,Eastern
7f09c821-f456-413e-8053-08f79640d343,29,Female,Canada,False,KSA,False,Financial Analyst,False,2020-06-18,Low,Services,Eastern
0591f204-ec96-436c-bae5-ee4c35cc4e3a,44,Female,Sri Lanka,False,UAE,False,Professor,False,2022-03-25,Medium,Services,Central
f6ca21d5-8848-4216-b0fe-3ef0912d6511,28,Male,Ghana,False,UAE,False,Logistics Coordinator,False,2022-02-28,Low,Retail,Central
999388a7-a2f5-48fa-8f6e-55ed5a3c9c32,45,Female,France,False,UAE,False,Radiologist,False,2020-08-22,High,Industrial,Eastern
09c3e580-236a-4744-81fb-5cc3e9f812e2,41,Male,Sri Lanka,False,Egypt,False,Barista,True,2021-11-05,High,Industrial,Eastern
e41d3565-7816-4f03-a925-be096972763c,34,Female,Morocco,False,KSA,False,Driver,True,2021-06-30,Low,Tech,Central
d21b7d6a-f80d-439c-9ce1-78bbfe1e6c0f,45,Female,Kuwait,False,UAE,False,Teacher,False,2024-06-30,High,Services,Eastern
698ebf67-1039-46d1-9c09-3a79380afa5c,30,Male,Egypt,False,UAE,False,Procurement Officer,False,2021-10-06,Medium,Retail,Central
fb91225c-3689-4e11-9b36-6c1e18510af6,38,Female,Cambodia,False,Egypt,False,Teacher,False,2022-02-18,Low,Retail,Southern
0906bfb7-8f4a-4d8f-ab84-65a61313f3c7,55,Male,Bangladesh,False,Egypt,False,Receptionist,True,2024-09-15,High,Retail,Western
e34b1d6d-8275-4bb1-9a88-6b9d1dc70bbd,27,Male,Sudan,True,KSA,False,Administrative Assistant,True,2022-06-08,Low,Industrial,Western
d5fccba3-ac57-46fc-b650-da514c0eee17,21,Female,Syria,True,UAE,False,Pharmacist,False,2025-01-04,Low,Retail,Eastern
d04cf793-6e8f-4ec3-87be-2c6e9bbc25ed,45,Female,Cameroon,True,Egypt,False,Plumber,False,2020-11-13,High,Retail,Central
b0eab226-b4fe-49a2-bb28-ff4858b59b4c,53,Male,Philippines,True,Egypt,False,Electrical Engineer,False,2020-07-22,High,Retail,Western
18b26f45-e6b9-4569-a7ac-428dcb203d92,44,Female,Jordan,False,Egypt,False,Dentist,False,2022-08-18,High,Retail,Central
94cbd4c1-f7ef-4a01-b23d-3d7dd7eb3c58,41,Female,India,False,UAE,False,Driver,True,2020-07-23,High,Retail,Southern
0b359d25-f58f-4cd1-835c-7f3dd368eef6,30,Female,France,False,Egypt,False,Chef,True,2020-08-01,High,Retail,Central
b4500de0-a0fc-46fd-9bfc-b5f0198796f7,47,Female,Tunisia,False,KSA,False,Radiologist,False,2021-06-20,Low,Retail,Central
d6a2807f-ac7a-440a-b3c9-cf90726b6ae3,35,Male,Pakistan,False,KSA,False,Marketing Specialist,False,2024-07-09,High,Tech,Western
b95e67c9-c2fe-4d18-95cb-7015f72fbba4,32,Female,Jordan,False,UAE,False,Financial Analyst,False,2022-01-10,Low,Tech,Eastern
40965e8d-738f-4e82-a496-26366f0bed81,43,Male,Palestine,False,KSA,False,IT Specialist,False,2024-01-08,Medium,Services,Central
79e3c851-85e4-489e-8412-501c1e3bd37a,32,Male,Senegal,True,Egypt,False,Barista,True,2024-11-01,Medium,Services,Eastern
3f5df13a-180f-49c0-aa53-d0469e0c227c,43,Female,Nigeria,True,UAE,False,Technician,True,2025-01-25,High,Industrial,Central
d6945c33-31bc-4170-a229-f42e2e4a85e2,34,Female,Egypt,False,UAE,False,Bank Teller,False,2020-08-06,High,Industrial,Western
da6f7f5c-70e2-4685-8217-140285133dee,34,Female,Bahrain,False,UAE,False,Retail Manager,True,2020-10-17,High,Tech,Central
ce41419b-b298-480d-9dca-b017b6bf2c87,35,Male,Argentina,False,Egypt,False,Legal Advisor,False,2020-03-19,Low,Retail,Central
baf5e60c-b4b1-4716-b83e-f5944845331a,41,Female,Qatar,False,KSA,False,Plumber,False,2022-12-11,Medium,Retail,Western
4f44e8c3-7519-4587-8be3-2d2e6d57220f,46,Female,Eritrea,False,Egypt,False,Dentist,False,2021-04-08,Medium,Retail,Southern
469118b6-67f4-4e40-b921-fc5c15b71edc,41,Female,South Korea,False,KSA,False,Barista,True,2022-10-19,Medium,Tech,Western
7d2a0bd4-4ed9-4c1c-9682-79bd15347512,35,Male,Jordan,False,KSA,False,Doctor,False,2022-04-17,Low,Industrial,Central
4f6558ad-4999-49a8-bcaf-605c0603ab06,37,Female,Nigeria,True,Egypt,False,Security Guard,True,2022-02-28,Medium,Retail,Central
ce939861-eee5-4740-a6c2-50c487e7f7a5,34,Male,Morocco,False,UAE,False,Warehouse Worker,True,2022-03-12,Low,Retail,Western
18b06e0d-be23-4fd0-ac67-34e156316447,45,Male,Philippines,True,KSA,False,Laborer,True,2021-09-10,Low,Industrial,Western
6befbb87-544c-41c4-bc25-6636c64a0fd3,49,Female,Kuwait,False,Egypt,False,Electrician,False,2024-02-04,Medium,Services,Western
76b87f22-3db7-4ab4-8e7e-8ca0728bd9fd,33,Female,Thailand,False,UAE,False,Site Supervisor,False,2023-07-17,Medium,Services,Central
11cfbacc-e96c-4a68-a830-816e7835dda0,38,Female,Australia,False,KSA,False,Radiologist,False,2022-04-20,Medium,Retail,Western
901af1a6-6ac9-4a65-a13e-67f8667d28eb,33,Male,Jordan,False,Egypt,False,Legal Advisor,False,2023-04-17,High,Tech,Central
06dcb8c1-887c-454b-b4c5-8425109ae4bf,53,Female,Italy,False,UAE,False,HR Manager,False,2022-06-09,High,Tech,Central
d80f8450-6a1b-49b8-9f45-e805c06790ad,53,Female,Lebanon,True,KSA,False,Pharmacist,False,2022-04-13,Medium,Retail,Central
2376baf9-5695-494b-8735-0d1897695d14,39,Male,Morocco,False,KSA,False,Customer Service Agent,True,2022-12-21,Medium,Retail,Eastern
aec71f2a-084f-43f0-a58e-9725fbf83036,39,Female,Senegal,True,KSA,False,Project Manager,False,2023-03-26,Low,Industrial,Central
2a32a9a5-9059-4d4c-89d8-2ece585721c5,38,Male,Eritrea,False,Egypt,False,Legal Advisor,False,2022-08-01,Medium,Tech,Central
8e09440a-fd00-4198-bb5f-036062ef60d9,35,Female,Nepal,False,UAE,False,Site Supervisor,False,2022-07-20,High,Tech,Western
2b62c9c0-b3b6-4212-bb4f-6d14fc0d9aa4,40,Male,Myanmar,True,KSA,False,Cleaner,True,2021-10-15,Medium,Services,Western
ff7e02c1-1c01-451a-a7a3-97dc4389c28a,40,Female,Cameroon,True,UAE,False,Operations Manager,False,2025-02-09,Medium,Industrial,Western
10889d6d-d1f7-4258-80d6-c158fed0da70,20,Female,France,False,KSA,False,Bank Teller,False,2024-10-28,Medium,Tech,Eastern
1db9b957-34b7-4898-912f-36fc0d62dafb,34,Male,Libya,False,Egypt,False,Logistics Coordinator,False,2023-12-15,Medium,Services,Western
d8046518-22df-4653-9773-8e1971c7a676,44,Female,Cameroon,True,UAE,False,Technician,True,2022-10-30,High,Retail,Eastern
fd16d227-fdfe-42fe-bb50-9da3e2ac7e69,42,Female,Mauritania,False,UAE,False,Marketing Specialist,False,2023-01-02,Low,Retail,Eastern
2f11197a-a278-499d-852b-f2ee74c1b4df,42,Female,Egypt,False,UAE,False,Plumber,False,2020-06-10,Medium,Services,Central
94b14f77-50af-43a7-806e-1eeac6da94f9,41,Male,Pakistan,False,UAE,False,Electrical Engineer,False,2024-04-10,High,Tech,Central
ea8fe109-1563-49f6-ba05-e00704a494b9,33,Female,Australia,False,UAE,False,Mechanical Engineer,False,2022-11-09,High,Retail,Western
edf5bee3-28c3-4803-adee-42b5fc31ae95,38,Male,Lebanon,True,Egypt,False,Driver,True,2020-11-12,Medium,Retail,Western
2dace3e4-d493-4325-880e-e447d58e2582,20,Male,Cambodia,False,UAE,False,Content Creator,True,2021-03-18,Medium,Services,Eastern
05669891-89ff-49fa-a515-e318f0a51cab,29,Male,Malaysia,False,KSA,False,Administrative Assistant,True,2024-03-02,Medium,Industrial,Western
9126aa83-dfc2-4300-ac16-7e8a6af3c574,34,Female,Argentina,False,KSA,False,Technician,True,2021-11-06,Low,Retail,Eastern
3ea51bb2-cbf5-4b25-87c0-0282502c8e62,41,Female,Kuwait,False,Egypt,False,Content Creator,True,2020-07-16,High,Retail,Southern
c90ede3b-de89-4db8-8aa1-685cd1291bd6,31,Female,Ethiopia,True,UAE,False,Electrician,False,2020-11-13,High,Services,Central
22b583d5-db6c-475c-baa4-c61ae11ea907,27,Male,Ethiopia,True,UAE,False,Plumber,False,2023-08-22,Low,Industrial,Western
b99ffb5c-3244-44fc-b4f7-1788bd2be06e,33,Male,India,False,UAE,False,Operations Manager,False,2024-03-20,High,Industrial,Eastern
8d64d39c-56eb-4726-a42a-89baf2dee7e1,49,Female,Kuwait,False,Egypt,False,Customer Service Agent,True,2021-10-25,Medium,Retail,Central
315f87a7-c743-45cf-8573-2ef93d219806,36,Male,Bangladesh,False,Egypt,False,Plumber,False,2020-03-08,High,Tech,Central
5d97401b-db91-46a9-9580-c21260bbac59,36,Female,Italy,False,UAE,False,Legal Advisor,False,2020-03-23,High,Tech,Eastern
c4dc4a8e-497f-4815-b299-1c5f510a314e,42,Male,Libya,False,Egypt,False,Retail Manager,True,2021-06-30,Medium,Tech,Eastern
b09b970a-6155-48ce-a931-b7b23e21cdea,55,Male,Spain,False,Egypt,False,Electrician,False,2023-07-23,Medium,Retail,Southern
8d9d65b3-70bd-48b9-82d6-64464fabb15c,48,Female,Kuwait,False,UAE,False,Technician,True,2020-10-27,Medium,Retail,Central
fb205e6b-979d-4289-ade1-b51283f78deb,24,Male,Ethiopia,True,KSA,False,Procurement Officer,False,2024-09-03,Medium,Industrial,Eastern
8eaed67b-5f55-4c9d-8b69-938dcb191d71,27,Male,Malaysia,False,UAE,False,Accountant,False,2021-06-04,Medium,Retail,Eastern
493d1e79-cc17-4381-b396-321d1c3c4516,37,Male,Syria,True,UAE,False,Mechanical Engineer,False,2020-10-30,Low,Services,Central
61cfa91b-0340-475c-8359-788652e06cfb,36,Female,Palestine,False,UAE,False,Dentist,False,2024-12-11,Low,Services,Southern
2c2a8ce3-f4b3-48c2-a57a-2add4852d572,38,Male,Senegal,True,UAE,False,Marketing Specialist,False,2021-08-16,High,Services,Central
4f5dc019-982c-470f-86d7-d9f226dae5d8,33,Male,Mauritania,False,KSA,False,Project Manager,False,2022-03-20,High,Tech,Western
4ef10d87-2db8-4397-9e7f-d3dc7135d5b8,33,Male,Spain,False,UAE,False,Supply Chain Manager,False,2023-12-13,High,Industrial,Southern
9736ecf3-e3be-498f-a243-15a5377b089c,28,Female,Yemen,True,UAE,False,Project Manager,False,2021-06-24,Low,Retail,Central
5ba54fd0-3c04-4c0f-ac24-1d8b8ea42a28,26,Male,India,False,Egypt,False,Nurse,False,2021-07-12,High,Services,Eastern
9c459fff-6e04-42a2-ad37-361b0d00b135,35,Female,Canada,False,Egypt,False,Civil Engineer,False,2024-07-12,Low,Retail,Eastern
6d9fd8bf-8e41-4676-afa4-54d5ffff5a83,20,Female,Sudan,True,Egypt,False,Content Creator,True,2023-03-24,Low,Tech,Central
ceb6653c-31e7-4ac6-81b2-94a528df07ca,25,Female,Ghana,False,Egypt,False,Civil Engineer,False,2022-04-05,Medium,Retail,Eastern
76b8ff3d-f9f0-440b-b00b-f670d7311203,48,Male,Kenya,False,Egypt,False,Financial Analyst,False,2020-12-13,Low,Services,Central
06897a3c-12d9-45c2-97d4-e61ce8ebceba,56,Female,Uganda,False,Egypt,False,Software Developer,False,2024-06-04,High,Services,Central
17c0b49b-3a7f-41ea-8e38-eedb3bc19ff3,35,Male,USA,False,UAE,False,Sales Representative,True,2023-09-28,Medium,Tech,Central
b564ad31-fbd1-4406-b0bd-aa2f3312721c,40,Female,Tunisia,False,UAE,False,Logistics Coordinator,False,2022-03-09,Low,Industrial,Central
